! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
!
! ALASKA             16-DEC-13                                                  
CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  ,M
  ,HENGCHUN        ,RCKW ,      ,46752 ,21 55N ,120 49E,  13  ,X
  ,HSINCHU TW-AFB  ,RCPO ,      ,46756 ,24 49N ,120 55E,   8  ,X
  ,PINGTUNG N AFB  ,RCSQ ,      ,46758 ,22 41N ,120 28E,  29  ,X
  ,CHIHHANG TW-AFB ,RCQS ,      ,46760 ,22 48N ,121 10E,  37  ,X
  ,LAN YU          ,RCLY ,      ,46762 ,22 01N ,121 32E, 325  ,X
  ,HUALIEN AB      ,RCYU ,      ,46763 ,24 01N ,121 37E,  16  ,X
  ,ILAN            ,RCMS ,      ,46764 ,24 45N ,121 46E,   9  ,X
  ,WUCHIA OBSERVATO,RCMQ ,      ,46770 ,24 16N ,120 37E,   5  ,X
  ,CHIA TUNG       ,RCFS ,      ,46772 ,22 25N ,120 32E,  20  ,X
  ,DONGSHA/PRATAS  ,RCLM ,      ,46810 ,20 40N ,116 43E,   6  ,X
  ,FENG NIN TW-AFB ,RCFN ,      ,      ,22 46N ,121 04E,  42  ,X
  ,GREEN ISLAND    ,RCGI ,      ,      ,22 40N ,121 27E,   8  ,X
  ,BAI GAN         ,RCMT ,      ,      ,26 13N ,119 59E,   1  ,X
!   ,		   ,	 ,	,      ,       ,       ,      ,
! JA,AN              ,0-APR,-13	,      ,       ,       ,      ,
  ,NEW TOKYO INTL A,RJAA ,      ,47686 ,35 46N ,140 22E,  44  ,X
  ,MATSUMOTO AIRPOR,RJAF ,      ,47709 ,36 10N ,137 55E, 660  ,X
  ,HYAKURI (JASDF) ,RJAH ,      ,47715 ,36 10N ,140 25E,  35  ,X
  ,ICHIKAWA        ,RJAI ,      ,      ,35 43N ,139 55E,  31  ,X
  ,KASUMIGAURA (JAS,RJAK ,      ,47716 ,36 01N ,140 11E,  29  ,X
  ,MINAMITORISHIMA ,RJAM ,      ,47991 ,24 18N ,153 58E,   9  ,X
  ,CHICHIJIMA ISLAN,RJAO ,      ,47971 ,27 04N ,142 10E,   8  ,X
  ,FUJI (JASDF)    ,RJAT ,      ,47721 ,35 19N ,138 52E, 683  ,X
  ,IWOJIMA (JMSDF) ,RJAW ,      ,47981 ,24 46N ,141 19E, 116  ,X
  ,KANSAI INTL     ,RJBB ,      ,47774 ,34 25N ,135 15E,   8  ,X
  ,NANKISHIRAHAMA A,RJBD ,      ,47782 ,33 40N ,135 22E, 108  ,X
  ,KOBE            ,RJBE , UKB  ,      ,34 38N ,135 14E,   5  ,X
  ,HIROSHIMANISHI  ,RJBH ,      ,      ,34 22N ,132 25E,   5  ,X
  ,TAJIMA          ,RJBT ,      ,      ,35 30N ,134 48E, 210  ,X
  ,ASAHIKAWA (JASDF,RJCA ,      ,47477 ,43 47N ,142 22E, 118  ,X
  ,OBIHIRO AIRPORT ,RJCB ,      ,47490 ,42 43N ,143 13E, 152  ,X
  ,CHITOSE (JASDF/C,RJCC ,      ,47425 ,42 46N ,141 40E,  30  ,X
  ,HAKODATE AIRPORT,RJCH ,      ,47488 ,41 46N ,140 49E,  36  ,X
  ,CHITOSE (JASDF) ,RJCJ ,      ,47434 ,42 48N ,141 40E,  27  ,X
  ,KUSHIRO AIRPORT ,RJCK ,      ,47489 ,43 01N ,144 11E,  98  ,X
  ,MEMAMBETSU AIRPO,RJCM ,      ,47481 ,43 53N ,144 10E,  36  ,X
  ,NAKASHIBETSU ARP,RJCN ,      ,47483 ,43 34N ,144 58E,  70  ,X
  ,SAPPORO (JGSDF/C,RJCO ,      ,47479 ,43 07N ,141 22E,  11  ,X
  ,REBUN ISLAND    ,RJCR ,      ,      ,45 27N ,141 01E,  27  ,X
  ,KUSHIRO/KENEBETS,RJCS ,      ,47418 ,42 58N ,144 24E,  37  ,X
  ,TOKACHI (JGSDF) ,RJCT ,      ,      ,42 53N ,143 10E,  84  ,X
  ,WAKKANAI AIRPORT,RJCW ,      ,47441 ,45 23N ,141 48E,  11  ,X
  ,MURORAN/YAKUMO  ,RJCY ,      ,47423 ,42 19N ,140 58E,  49  ,X
  ,IKI AIRPORT (ISL,RJDB ,      ,47858 ,33 45N ,129 46E,  16  ,X
  ,YAMAGUCHI/UBE AR,RJDC ,      ,47786 ,33 55N ,131 16E,   8  ,X
  ,KAMIGOTO        ,RJDK ,      ,      ,33 01N ,129 10E,  20  ,X
  ,METABARU (JASDF),RJDM ,      ,47860 ,33 19N ,130 25E,  19  ,X
  ,OJIKA ISLAND    ,RJDO ,      ,      ,33 13N ,129 03E,  20  ,X
  ,TSUSHIMA AIRPORT,RJDT ,      ,47799 ,34 16N ,129 19E,  66  ,X
  ,MONBETSU AIRPORT,RJEB ,      ,47474 ,44 18N ,143 24E,  25  ,X
  ,ASAHIKAWA AIRPOR,RJEC ,      ,47476 ,43 40N ,142 26E, 211  ,X
  ,OKUSHIRI ISLAND ,RJEO ,      ,      ,42 04N ,139 26E,  36  ,X
  ,RISHIRI ISLAND  ,RJER ,      ,      ,45 15N ,141 10E,  30  ,X
  ,ASHIYA (JASDF)  ,RJFA ,      ,47803 ,33 52N ,130 39E,  33  ,X
  ,YAKUSHIMA ISLAND,RJFC ,      ,47836 ,30 22N ,130 40E,  38  ,X
  ,FUKUE AIRPORT   ,RJFE ,      ,47844 ,32 40N ,128 49E,  80  ,X
  ,FUKUOKA/ITAZUKE ,RJFF ,      ,47808 ,33 34N ,130 26E,  12  ,X
  ,TANEGASHIMA AIRP,RJFG ,      ,47870 ,30 37N ,130 59E,  95  ,X
  ,KAGOSHIMA AIRPOR,RJFK ,      ,47851 ,31 48N ,130 43E, 275  ,X
  ,MIYAZAKI AIRPORT,RJFM ,      ,47857 ,31 52N ,131 26E,   9  ,X
  ,NYUTABARU (JASDF,RJFN ,      ,47854 ,32 04N ,131 26E,  82  ,X
  ,OITA AIRPORT    ,RJFO ,      ,47852 ,33 28N ,131 43E,   8  ,X
  ,KITAKYUSHU/KOKUR,RJFR ,      ,47853 ,33 49N ,131 02E,   6  ,X
  ,SAGA AIRPORT    ,RJFS ,      ,      ,33 09N ,130 18E,   5  ,X
  ,KUMAMOTO(CIV/JAS,RJFT ,      ,47856 ,32 49N ,130 50E, 196  ,X
  ,NAGASAKI(CIV/JMS,RJFU ,      ,47855 ,32 55N ,129 55E,   5  ,X
  ,SASABO NAS      ,RJFW ,      ,      ,33 10N ,129 43E,   3  ,X
  ,KANOYA (JMSDF)  ,RJFY ,      ,47850 ,31 22N ,130 49E,  68  ,X
  ,TSUIKI (JASDF)  ,RJFZ ,      ,47840 ,33 40N ,131 03E,  20  ,X
  ,NAGOYA/CHUBU    ,RJGG , NGO  ,      ,34 52N ,136 48E,   5  ,X
  ,AMAMI AIRPORT   ,RJKA ,      ,47872 ,28 25N ,129 43E,   7  ,X
  ,OKINOERABU/OKIER,RJKB ,      ,47942 ,27 25N ,128 41E,  29  ,X
  ,KIKAI ISLAND    ,RJKI ,      ,      ,28 19N ,129 55E,   6  ,X
  ,TOKUNOSHIMA ISLA,RJKN ,      ,47910 ,27 49N ,128 52E,   5  ,X
  ,FUKUI AIRPORT   ,RJNF ,      ,47706 ,36 07N ,136 13E,   8  ,X
  ,GIFU (JASDF)    ,RJNG ,      ,47634 ,35 22N ,136 52E,  42  ,X
  ,HAMAMATSU (JASDF,RJNH ,      ,47681 ,34 45N ,137 41E,  48  ,X
  ,KOMATSU (CIV/JAS,RJNK ,      ,47704 ,36 22N ,136 25E,   9  ,X
  ,NAGOYA (CIV/JASD,RJNN ,      ,47635 ,35 15N ,136 55E,  17  ,X
  ,NAGOYA (CIV/JASD,RJNA , NKM  ,      ,35 15N ,136 55E,  17  ,X
  ,OKI AIRPORT     ,RJNO ,      ,47739 ,36 10N ,133 19E,  95  ,X
  ,SHIZOUKA        ,RJNS ,      ,      ,34 48N ,138 11E, 135  ,X
  ,TOYAMA AIRPORT  ,RJNT ,      ,47707 ,36 38N ,137 10E,  27  ,X
  ,NOTO            ,RJNW ,      ,      ,37 18N ,136 58E, 219  ,X
  ,SHIZUHAMA (JASDF,RJNY ,      ,47658 ,34 49N ,138 18E,  10  ,X
  ,NEW HIROSHIMA   ,RJOA ,      ,47789 ,34 25N ,132 55E,   6  ,X
  ,OKAYAMA AIRPORT ,RJOB ,      ,47793 ,34 45N ,133 50E, 242  ,X
  ,IZUMO AIRPORT   ,RJOC ,      ,47790 ,35 25N ,132 52E,   5  ,X
  ,AKENO (JASDF)   ,RJOE ,      ,47730 ,34 31N ,136 40E,   9  ,X
  ,HOFU (JASDF)    ,RJOF ,      ,47788 ,34 01N ,131 33E,   5  ,X
  ,MIHO (CIV/JASDF),RJOH ,      ,47743 ,35 28N ,133 15E,   9  ,X
  ,IWAKUNI MCAS    ,RJOI ,      ,47764 ,34 08N ,132 13E,   2  ,X
  ,KOCHI AIRPORT   ,RJOK ,      ,47883 ,33 31N ,133 40E,  10  ,X
  ,MATSUYAMA AIRPOR,RJOM ,      ,47882 ,33 49N ,132 41E,   7  ,X
  ,OSAKA INTL/ITAMI,RJOO ,      ,47771 ,34 46N ,135 26E,  15  ,X
  ,KOMATSUJIMA (JAS,RJOP ,      ,47884 ,34 00N ,134 37E,   6  ,X
  ,TOTTORI AIRPORT ,RJOR ,      ,47794 ,35 31N ,134 10E,  18  ,X
  ,TOKUSHIMA(JMSDF/,RJOS ,      ,47881 ,34 07N ,134 37E,  11  ,X
  ,TAKAMATSU AIRPOR,RJOT ,      ,47880 ,34 13N ,134 01E, 188  ,X
  ,IWAMI           ,RJOW ,      ,47783 ,34 40N ,131 48E,  54  ,X
  ,YAO (CIV/JGSDF) ,RJOY ,      ,47779 ,34 36N ,135 35E,  13  ,X
  ,OZUKI (JMSDF)   ,RJOZ ,      ,47787 ,34 02N ,131 03E,   7  ,X
  ,AOMORI AIRPORT  ,RJSA ,      ,47542 ,40 43N ,140 41E, 201  ,X
  ,YAMAGATA(CIV/JGS,RJSC ,      ,47553 ,38 25N ,140 22E, 108  ,X
  ,SADO AIRPORT    ,RJSD ,      ,47700 ,38 02N ,138 25E,  26  ,X
  ,FUKUSHIMA ARPT  ,RJSF ,      ,47557 ,37 13N ,140 25E, 375  ,X
  ,HACHINOHE (JMSDF,RJSH ,      ,47515 ,40 32N ,141 28E,  49  ,X
  ,HANAMAKI AIRPORT,RJSI ,      ,47549 ,39 25N ,141 07E,  93  ,X
  ,AKITA AIRPORT   ,RJSK ,      ,47545 ,39 37N ,140 13E,  96  ,X
  ,MISAWA(JASDF/AF/,RJSM ,      ,47580 ,40 42N ,141 22E,  36  ,X
  ,NIIGATA (CIV/JAS,RJSN ,      ,47573 ,37 57N ,139 07E,   4  ,X
  ,OMINATO (JASDF) ,RJSO ,      ,47516 ,41 13N ,141 07E,  10  ,X
  ,ODATE-NOSHIRO   ,RJSR ,      ,      ,40 11N ,140 22E,  87  ,X
  ,SENDAI AIRPORT  ,RJSS ,      ,47569 ,38 07N ,140 55E,   5  ,X
  ,MATSUSHIMA (JASD,RJST ,      ,47591 ,38 23N ,141 13E,   5  ,X
  ,KASUMINOME (JASD,RJSU ,      ,47567 ,38 13N ,140 55E,  10  ,X
  ,SHONAI          ,RJSY ,      ,      ,38 49N ,139 46E,  22  ,X
  ,ATSUGI NAS (JMSD,RJTA ,      ,47679 ,35 27N ,139 26E,  65  ,X
  ,TACHIKAWA (JASDF,RJTC ,      ,47660 ,35 42N ,139 24E,  98  ,X
  ,TOKYO, JMA      ,RJTD ,      ,47662 ,35 41N ,139 46E,  36  ,X
  ,TATEYAMA (JMSDF),RJTE ,      ,47688 ,34 58N ,139 49E,   6  ,X
  ,CHOFU AIRPORT   ,RJTF ,      ,47683 ,35 40N ,139 31E,  44  ,X
  ,HACHIJOJIMA ISLA,RJTH ,      ,47738 ,33 07N ,139 46E,  95  ,X
  ,TOKYO HELIPORT  ,RJTI ,      ,47687 ,35 38N ,139 50E,   8  ,X
  ,IRUMA (JASDF)   ,RJTJ ,      ,47643 ,35 49N ,139 25E,  93  ,X
  ,KISARAZU (JGSDF),RJTK ,      ,47661 ,35 23N ,139 55E,   6  ,X
  ,SHIMOFUSA (JMSDF,RJTL ,      ,47727 ,35 47N ,140 01E,  33  ,X
  ,OSHIMA AIRPORT  ,RJTO ,      ,47735 ,34 46N ,139 22E,  41  ,X
  ,MIYAKEJIMA AIRPO,RJTQ ,      ,47737 ,34 04N ,139 34E,  23  ,X
  ,KASTNER AAF/ZAMA,RJTR ,      ,47680 ,35 31N ,139 24E, 109  ,X
  ,TOKYO INTL AIRPO,RJTT ,      ,47671 ,35 32N ,139 46E,   8  ,X
  ,UTSUNOMIYA (JGSD,RJTU ,      ,47692 ,36 31N ,139 52E, 105  ,X
  ,YOKOSUKA FWF    ,RJTX ,      ,47696 ,35 18N ,139 41E,   5  ,X
  ,YOKOTA (JASDF/US,RJTY ,      ,47642 ,35 45N ,139 20E, 139  ,X
  ,NAHA (CIV/JASDF),ROAH ,      ,47930 ,26 10N ,127 39E,   8  ,X
  ,IEJIMA AUX (USAF,RODE ,      ,47938 ,26 43N ,127 46E,  73  ,X
  ,KADENA (USAFB-NA,RODN ,      ,47931 ,26 21N ,127 46E,  45  ,X
  ,HAMBY AAF/BUCKNE,ROHF ,      ,47935 ,26 18N ,127 46E,   6  ,X
  ,ISHIGAKIJIMA ISL,ROIG ,      ,47918 ,24 19N ,124 10E,   7  ,X
  ,KUMEJIMA ISLAND ,ROKJ ,      ,47929 ,26 19N ,126 47E,   5  ,X
  ,MINAMIDAITOJIMA ,ROMD ,      ,47945 ,25 49N ,131 13E,  15  ,X
  ,MIYAKOJIMA ISLAN,ROMY ,      ,47927 ,24 46N ,125 16E,  41  ,X
  ,AGUNI ISLAND    ,RORA ,      ,      ,26 36N ,127 13E,  29  ,X
  ,HATERUMA        ,RORH ,      ,      ,24 04N ,123 47E,  13  ,X
  ,KITADAITO ISLAND,RORK ,      ,      ,25 55N ,131 19E,  22  ,X
  ,SHIMOJI-SHIMA IS,RORS ,      ,      ,24 49N ,125 09E,  16  ,X
  ,TARAMA ISLAND   ,RORT ,      ,      ,24 38N ,124 42E,   9  ,X
  ,YORON ISLAND    ,RORY ,      ,      ,27 03N ,128 24E,  16  ,X
  ,FUTENMA(US-MCAS),ROTM ,      ,47933 ,26 16N ,127 45E,  75  ,X
  ,YONAGUNI AIRPORT,ROYN ,      ,47911 ,24 28N ,122 58E,  17  ,X
  ,TAKAO RADAR     ,TAKA ,      ,      ,35 34N ,133 13E,  15  , 
!   ,		   ,	 ,	,      ,       ,       ,      ,
! KO,EA              ,0-APR,-13	,      ,       ,       ,      ,
  ,MUAN INTL       ,RKJB ,      ,      ,34 59N ,126 23E,   2  ,X
  ,GWANGJU (KOR-AFB,RKJJ ,      ,47158 ,35 07N ,126 49E,  13  ,X
  ,KUNSAN (US/KOR-A,RKJK ,      ,47141 ,35 54N ,126 37E,   9  ,X
  ,MOKPO (KOR-NAVY),RKJM ,      ,      ,34 46N ,126 22E,   3  ,X
  ,JHUNJU (KOR-ARMY,RKJU ,      ,      ,35 52N ,127 07E,  29  ,X
  ,YOSU AIRPORT    ,RKJY ,      ,47167 ,34 49N ,127 37E,  18  ,X
  ,CAMP PAGE/CHUNCH,RKNC ,      ,47104 ,37 52N ,127 43E,  75  ,X
  ,SOKCHO AIRPORT  ,RKND ,      ,47091 ,38 07N ,128 35E,  14  ,X
  ,WHANG RYEONG    ,RKNF ,      ,      ,37 45N ,128 40E,1407  ,X
  ,HOENGSONG (KOR-A,RKNH ,      ,47118 ,37 25N ,127 57E, 101  ,X
  ,KANGNUNG (KOR-AF,RKNN ,      ,47107 ,37 45N ,128 56E,  11  ,X
  ,KEO JIN         ,RKNO ,      ,      ,38 28N ,128 28E, 107  ,X
  ,KOTAR RANGE     ,RKNR ,      ,      ,37 06N ,128 54E, 792  ,X
  ,WONJU           ,RKNW ,      ,47114 ,37 19N ,127 57E, 150  ,X
  ,YANGYANG INTL   ,RKNY ,      ,      ,38 04N ,128 40E,  74  ,X
  ,JEJU INTL AIRPO ,RKPC ,      ,47182 ,33 30N ,126 29E,  27  ,X
  ,JINHAE (KOR-ARM ,RKPE ,      ,      ,35 08N ,128 41E,   2  ,X
  ,BUSAN/KIMHAE INT,RKPK ,      ,47153 ,35 10N ,128 55E,  15  ,X
  ,MOSULPO (KOR-AFB,RKPM ,      ,47187 ,33 12N ,126 16E,  27  ,X
  ,SACHON (KOR-AFB),RKPS ,      ,47161 ,35 04N ,128 04E,   8  ,X
  ,ULSAN           ,RKPU ,      ,47152 ,35 32N ,129 19E,  33  ,X
  ,DONGHAE RADAR   ,RKSB ,      ,47106 ,37 30N ,129 08E,  37  ,X
  ,SV RI SAN       ,RKSC ,      ,      ,37 21N ,126 55E, 406  ,X
  ,MAESANRI        ,RKSD ,      ,      ,37 21N ,127 16E, 144  ,X
  ,PAENGNYONGDO BEA,RKSE ,      ,      ,37 57N ,124 43E,   2  ,X
  ,SEOUL (KOR-AF HQ,RKSF ,      ,47117 ,37 30N ,126 55E,  49  ,X
  ,PYONGTAEK (A-511,RKSG ,      ,47127 ,36 58N ,127 01E,  16  ,X
  ,COMMAND POST TAN,RKSH ,      ,      ,37 31N ,126 58E,  73  ,X
  ,CHAJANG NI      ,RKSI ,      ,      ,37 28N ,126 27E,   7  ,X
  ,TAESONG-SAN     ,RKSJ ,      ,      ,38 12N ,127 32E,1182  ,X
  ,SEOUL CITY      ,RKSL ,      ,47108 ,37 34N ,126 58E,  87  ,X
  ,SEOUL EAST(KOR-A,RKSM ,      ,47111 ,37 25N ,127 07E,  20  ,X
  ,KOON-NI RANGE   ,RKSN ,      ,69010 ,37 01N ,126 45E,  15  ,X
  ,OSAN (US/KOR-AFB,RKSO ,      ,47122 ,37 04N ,127 01E,  12  ,X
  ,PAENGNYONGDO (KA,RKSP ,      ,47103 ,37 58N ,124 40E, 171  ,X
  ,YEONPYEUNGDO    ,RKSQ ,      ,      ,37 42N ,125 42E,  91  ,X
  ,SEOUL/KIMPO INTL,RKSS ,      ,47110 ,37 32N ,126 47E,  19  ,X
  ,CAMP CASEY/TONGD,RKST ,      ,      ,37 55N ,127 03E,  60  ,X
  ,YEOJU RANGE     ,RKSU ,      ,      ,37 25N ,127 37E,  43  ,X
  ,PYORIPSAN       ,RKSV ,      ,      ,37 46N ,126 22E, 250  ,X
  ,SUWON (US/KOR-AF,RKSW ,      ,47120 ,37 15N ,127 00E,  24  ,X
  ,CAMP STANLEY/H-2,RKSX ,      ,      ,37 43N ,127 05E,  71  ,X
  ,YONGSAN/H-208 HP,RKSY ,      ,      ,37 31N ,126 58E,  12  ,X
  ,ANDONG          ,RKTA ,      ,47136 ,36 32N ,128 43E, 142  ,X
  ,PAEKADO         ,RKTB ,      ,      ,37 01N ,126 02E,  46  ,X
  ,TAEJON (KOR-AFB),RKTD ,      ,47132 ,36 32N ,126 20E,  63  ,X
  ,SONGMU (KOR-AFB),RKTE ,      ,47124 ,36 23N ,127 30E,  79  ,X
  ,TAEJON          ,RKTF ,      ,47133 ,36 17N ,127 24E,  78  ,X
  ,CAMP WALKER (H-8,RKTG ,      ,      ,35 51N ,128 36E,  75  ,X
  ,POHANG (KOR-NAVY,RKTH ,      ,47139 ,35 58N ,129 25E,  20  ,X
  ,JUNG WON (ROK-AB,RKTI ,      ,47125 ,37 01N ,127 52E,  91  ,X
  ,ULJIN           ,RKTL ,      ,      ,36 59N ,129 24E,  49  ,X
  ,MANGILSAN (KOR-A,RKTM ,      ,47126 ,36 56N ,126 27E, 302  ,X
  ,TAEGU (US/KOR-AF,RKTN ,      ,47142 ,35 53N ,128 39E,  35  ,X
  ,SANGJU          ,RKTS ,      ,      ,36 25N ,128 10E, 150  ,X
  ,TAEGU ACC (KOR-A,RKTT ,      ,47143 ,35 52N ,128 37E,  61  ,X
  ,JONGJU (KAFB-AR ,RKTU ,      ,47128 ,36 42N ,127 30E,  66  ,X
  ,JUNGJU          ,RKTV ,      ,      ,37 04N ,127 52E,  59  ,X
  ,WOONG CHEON     ,RKTW ,      ,      ,36 12N ,126 32E,  13  ,X
  ,YECHON (KOR-AFB),RKTY ,      ,47134 ,36 37N ,128 20E, 108  ,X
  ,HAEMI           ,RKTZ ,      ,      ,36 23N ,126 20E,  31  ,X
  ,NIGHTMARE RANGE ,RKXX ,      ,      ,38 04N ,127 20E,   0  ,X
  ,YANGGU (G-404)  ,RK13 ,      ,      ,38 05N ,127 59E, 200  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! PH,LIPPINES        ,6-OCT,-09	,      ,       ,       ,      ,
  ,OLONGAPO/SUBIC  ,RPLB ,      ,98426 ,14 48N ,120 16E,  17  ,X
  ,ANGELES/PAMPANGA,RPLC ,      ,98327 ,15 10N ,120 35E, 196  ,X
  ,LAOAG INTL(PH-AR,RPLI ,      ,98223 ,18 10N ,120 31E,   5  ,X
  ,NINOY AQUINO INT,RPLL ,      ,98429 ,14 31N ,121 00E,  21  ,X
  ,DAVAO/FRANCISCO ,RPMD ,      ,98753 ,07 07N ,125 39E,  18  ,X
  ,CLARK AFB/LUZON ,RPMK ,      ,      ,15 10N ,120 32E, 196  ,Z
  ,CAGAYAN DE ORO  ,RPML , CGY  ,      ,08 26N ,124 37E, 186  ,X
  ,LEGAZPI/LUZON IS,RPMP ,      ,98444 ,13 09N ,123 44E,  17  ,X
  ,ROMBLON/TABLAS I,RPMR ,      ,98536 ,12 34N ,122 16E,  47  ,X
  ,SANGLEY POINT AB,RPMS ,      ,98428 ,14 30N ,120 55E,   4  ,X
  ,ZAMBOANGA (CIV/A,RPMZ ,      ,98836 ,06 55N ,122 04E,   6  ,X
  ,APARRI/LUZON ISL,RPUA ,      ,98232 ,18 22N ,121 37E,   3  ,X
  ,BAGUIO/LUZON ISL,RPUB ,      ,98328 ,16 23N ,120 37E,1296  ,X
  ,DAET/LUZON ISLAN,RPUD ,      ,98440 ,14 07N ,122 58E,   4  ,X
  ,SAN JOSE/MINDORO,RPUH ,      ,98531 ,12 20N ,121 01E,   3  ,X
  ,IBA/LUZON ISLAND,RPUI ,      ,98324 ,15 19N ,119 58E,   5  ,X
  ,CALAPAN/MINDORO ,RPUK ,      ,98431 ,13 25N ,121 10E,  41  ,X
  ,MAMBURAO/MINDORO,RPUM ,      ,      ,13 13N ,120 35E,   4  ,X
  ,NAGA/LUZON ISLAN,RPUN ,      ,      ,13 34N ,123 16E,  43  ,X
  ,BASCO/BATAN ISLA,RPUO ,      ,98135 ,20 26N ,121 58E,  11  ,X
  ,VIGAN/LUZON ISLA,RPUQ ,      ,98222 ,17 54N ,120 28E,  33  ,X
  ,BALER/LUZON ISLA,RPUR ,      ,98333 ,15 46N ,121 34E,   6  ,X
  ,TUGUEGARAO/LUZON,RPUT ,      ,98233 ,17 37N ,121 43E,  62  ,X
  ,VIRAC/CATANDUANE,RPUV ,      ,98446 ,13 34N ,124 13E,  40  ,X
  ,MARINDUQUE ISLAN,RPUW ,      ,      ,13 22N ,121 49E,   5  ,X
  ,TACLOBAN/LEYTE I,RPVA ,      ,98550 ,11 15N ,125 00E,   3  ,X
  ,BACOLOD/NEGROS I,RPVB ,      ,      ,10 39N ,122 55E,   9  ,X
  ,CALBAYOG/SAMAR I,RPVC ,      ,      ,12 04N ,124 32E,   3  ,X
  ,DUMAGUETE/NEGROS,RPVD ,      ,98642 ,09 20N ,123 18E,   8  ,X
  ,CATARMAN/SAMAR I,RPVF ,      ,98546 ,12 28N ,124 37E,   5  ,X
  ,GUIUAN/SAMAR ISL,RPVG ,      ,98558 ,11 01N ,125 43E,  60  ,X
  ,ILOILO/PANAY ISL,RPVI ,      ,98637 ,10 41N ,122 34E,   8  ,X
  ,MASBATE         ,RPVJ ,      ,98543 ,12 22N ,123 38E,   6  ,X
  ,KALIBO/PANAY ISL,RPVK ,      ,      ,11 40N ,122 22E,   6  ,X
  ,MACTAN-CEBU     ,RPVM ,      ,98646 ,10 19N ,123 59E,  10  ,X
  ,PUERTO PRINCESA ,RPVP ,      ,98618 ,09 45N ,118 43E,  16  ,X
  ,ROXAS/PANAY ISLA,RPVR ,      ,98538 ,11 34N ,122 45E,   4  ,X
  ,TAGBILARAN/BOHOL,RPVT ,      ,98644 ,09 35N ,123 50E,   8  ,X
  ,GENERAL SANTOS  ,RPWB ,      ,98851 ,06 07N ,125 10E,  15  ,X
  ,COTABATO/MINDANA,RPWC ,      ,98746 ,07 10N ,124 13E,  58  ,X
  ,BUTUAN/MINDANAO ,RPWE ,      ,98752 ,08 57N ,125 29E,  46  ,X
  ,DIPOLOG/MINDANAO,RPWG ,      ,98741 ,08 35N ,123 20E,   5  ,X
  ,OZAMIS/MINDANAO ,RPWI ,      ,      ,08 10N ,123 50E,   5  ,X
  ,JOLO ISLAND     ,RPWJ ,      ,98830 ,06 02N ,121 00E,  13  ,X
  ,CAGAYAN DE ORO  ,RPWL ,      ,98748 ,08 28N ,124 37E,   6  ,X
  ,MALABANG/MINDANA,RPWM ,      ,      ,07 37N ,124 04E,   8  ,X
  ,PAGADIAN/MINDANA,RPWP ,      ,      ,07 49N ,123 28E,   2  ,X
  ,SURIGAO/MINDANAO,RPWS ,      ,98653 ,09 48N ,125 30E,  55  ,X
  ,TANDAG/MINDANAO ,RPWW ,      ,      ,09 04N ,126 10E,   5  ,X
  ,ILIGAN/MINDANAO ,RPWX ,      ,      ,08 09N ,124 13E, 396  ,X
  ,MALAYBALAY/MINDA,RPWY ,      ,98751 ,08 09N ,125 04E, 627  ,X
  ,BISLIG/MINDANAO ,RPWZ ,      ,      ,08 13N ,126 19E,   3  ,X
  ,CROW VALLEY GNRY,RPXC ,      ,98322 ,15 19N ,120 22E, 161  ,X
  ,ALABAT ISLAND   ,RPXT ,      ,98435 ,14 14N ,121 56E,   5  ,X
  ,MACTAN INTL(CIV/,RPMT ,      ,      ,10 19N ,123 59E,  24  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! IN,IA              ,9-DEC,-13	,      ,       ,       ,      ,
  ,AHMADABAD       ,VAAH ,      ,42647 ,23 04N ,072 37E,  55  ,X
